Date,Last Name,First Name,School,Sport,Class Year,Class Rank,Type,Partner,URL
06/09/2022,Singleton,Nicholas,Penn State Nittany Lions,Football,2022,Freshman,Company,West Shore Home,https://westshorehome.com/newsroom/west-shore-home-announces-partnership-with-penn-state-running-back-nick-singleton/
06/08/2022,Phelia,Laila,Michigan Wolverines,,2021,Sophomore,Company,Netflix,https://www.instagram.com/reel/CejEx_bD7il/?utm_source=ig_web_copy_link
06/03/2022,Wilson,Jake,Penn State Nittany Lions,Football,2020,RedShirt Sophomore,Collective,Success with Honor,https://twitter.com/success_w_honor/status/1532788921414914048
05/31/2022,Jacobs,Curtis,Penn State Nittany Lions,Football,2020,Sophomore,Collective,Success with Honor,https://twitter.com/success_w_honor/status/1531759346027270145
05/25/2022,McCarthy,J.J.,Michigan Wolverines,Football,2021,Sophomore,Company,Dunkin',
05/24/2022,Sueing,Justice,Ohio State Buckeyes,Basketball,2017,RedShirt Sophomore,Company,Fortnite,https://www.instagram.com/p/Cd83qJxJw6o/
05/24/2022,Sainristil,Mike,Michigan Wolverines,Football,2019,Senior,Company,Fortnite,https://twitter.com/andrel_jr/status/1529150262014791681
05/24/2022,Wilson,Roman,Michigan Wolverines,Football,2020,Junior,Company,Fortnite,https://twitter.com/andrel_jr/status/1529150262014791681
05/22/2022,Keegan,Trevor,Michigan Wolverines,Football,2019,Senior,Company,Xtreme Xperience,https://twitter.com/bigtrevk/status/1528440623656599554
05/19/2022,Corum,Blake,Michigan Wolverines,Football,2020,Junior,Company,BC2 Football Camp ,https://www.instagram.com/p/CdwJ1wspSlT/
05/18/2022,Stover,Cade,Ohio State Buckeyes,Football,2019,RedShirt Junior,Company,Central Ohio Farmer’s Co-Op,https://twitter.com/COFCohio/status/1525146719276654592
05/12/2022,McNamara,Cade,Iowa Hawkeyes,Football,2019,RedShirt Junior,Company,The Leader,https://www.maizenbrew.com/football/2022/5/12/23067186/michigan-wolverines-football-nil-cade-mcnamara-live-docuseries-the-leader
05/05/2022,Holman,Ziyah,Michigan Wolverines,,2020,Junior,Company,Quizlet,https://www.instagram.com/p/Cb_Ry1ZMVNS/
05/04/2022,Bosco,Abby,Maryland Terrapins,,2017,,Company, Gait Lacrosse,https://www.instagram.com/p/CdJe8J2LwVS/
04/28/2022,Rodriguez,Lexi,Nebraska Cornhuskers,,2021,Sophomore,Company,The Mercato,https://twitter.com/Alexis14Rod/status/1519723152506503169
04/27/2022,Grayes,Kyion,Ohio State Buckeyes,Football,2022,Freshman,Collective,The Foundation,https://www.instagram.com/p/Cc3i75FuTPf/
04/26/2022,Stover,Cade,Ohio State Buckeyes,Football,2019,RedShirt Junior,Company,Coughlin Cars,https://www.instagram.com/p/Cc0nH_1uwba/?hl=en
04/26/2022,All,Erick,Iowa Hawkeyes,Football,2019,Senior,Company,Walcott Denistry,https://twitter.com/eallindi83/status/1519092308121206786
04/24/2022,Camden,Anna,Penn State Nittany Lions,,2019,Senior,,,https://www.instagram.com/p/CcvL6KygnSf/
04/21/2022,Mustipher,PJ,Penn State Nittany Lions,Football,2018,Senior,Collective,Success with Honor,https://twitter.com/success_w_honor/status/1517200396946743296
04/21/2022,Scruggs,Fredrick,Penn State Nittany Lions,Football,2018,RedShirt Senior,Collective,Success with Honor,https://twitter.com/success_w_honor/status/1517200396946743296
04/20/2022,Wallace,Caedan,Penn State Nittany Lions,Football,2019,RedShirt Junior,Collective,Success with Honor,https://twitter.com/success_w_honor/status/1516826723190456335
04/20/2022,Ellis,Keaton,Penn State Nittany Lions,Football,2019,Junior,Collective,Success with Honor,https://twitter.com/success_w_honor/status/1516826723190456335
04/20/2022,Hames,Nicklin,Nebraska Cornhuskers,,2019,Senior,Company,Fabletics,https://www.instagram.com/p/Ccl9yusFrip/
04/20/2022,Lambert-Smith,KeAndre,Penn State Nittany Lions,Football,2020,Sophomore,Collective,Success with Honor,https://twitter.com/success_w_honor/status/1516826723190456335
04/19/2022,Lundy,Seth,Penn State Nittany Lions,Basketball,2019,Freshman,Collective,Success with Honor,https://twitter.com/success_w_honor/status/1516442770973642761
04/18/2022,Hames,Nicklin,Nebraska Cornhuskers,,2019,Senior,Company,Campus Mogul,https://www.instagram.com/p/Ccf-fCRuj6q/
04/13/2022,McMahon,Cotie,Ohio State Buckeyes,,2022,Freshman,,,https://www.instagram.com/p/CclJ1PnJJVM/
04/13/2022,Brown,Cameron,Ohio State Buckeyes,Football,2018,RedShirt Senior,Collective,The Foundation,https://www.instagram.com/p/CcTnlLsvsG5/
04/11/2022,McCarthy,J.J.,Michigan Wolverines,Football,2021,Sophomore,Company,Eberg Capital,https://twitter.com/AJEhrenberg_/status/1513605538780786697
04/08/2022,Mullen,Tiawan,Indiana Hoosiers,Football,2019,Senior,Company,Boys and Girls Club of Bloomington,https://saturdaytradition.com/indiana-football/indiana-db-tiawan-mullen-joins-hoosiers-for-good-with-nil-deal-for-a-local-charity/
04/07/2022,Tuttle,Jack,Michigan Wolverines,Football,2018,RedShirt Junior,Company,American Red Cross of Indiana,https://twitter.com/jacktuttle14/status/1512211532783968263
04/07/2022,Barner,AJ,Michigan Wolverines,Football,2020,Junior,Company,RecycleForce,https://twitter.com/_ajbarner_/status/1512159622236409861
04/07/2022,Berger,Grace,Indiana Hoosiers,,2018,Senior,Company,Indiana Wish,https://www.instagram.com/p/CcDyQUJpp18/
04/07/2022,Thompson,Race,Indiana Hoosiers,Basketball,2017,RedShirt Junior,Company,Stop the Violence Indianapolis,https://twitter.com/Hoosiers4Good/status/1512090833465618435
04/07/2022,Thompson,Race,Indiana Hoosiers,Basketball,2017,RedShirt Junior,Company,Turnstone Center,https://twitter.com/TurnstoneCenter/status/1512165646406197250
04/07/2022,Bedford,Matthew,Indiana Hoosiers,Football,2019,RedShirt Junior,Company,American Red Cross of Indiana,https://twitter.com/Hoosiers4Good/status/1512090833465618435
04/07/2022,Jackson-Davis,Trayce,Indiana Hoosiers,Basketball,2019,Junior,Company,Turnstone Center,https://twitter.com/TurnstoneCenter/status/1512166236452491267
04/04/2022,Holden,Tanner,Ohio State Buckeyes,,2019,Senior,Collective,The Foundation,https://www.instagram.com/p/Cb8IOWnpAuR/
04/04/2022,Sueing,Justice,Ohio State Buckeyes,Basketball,2017,RedShirt Sophomore,Company,Dollar Shave Club,https://www.instagram.com/p/Cb8g6dwv9EG/
03/25/2022,Camden,Anna,Penn State Nittany Lions,,2019,Senior,Company,Roots Natural Kitchen,https://www.instagram.com/p/Cbiy1ZDpuCY/
03/23/2022,Dixon,Lance,Penn State Nittany Lions,Football,2019,RedShirt Sophomore,Collective,Country Roads Trust,https://twitter.com/CountryRdsTrust/status/1506680207071141890
03/17/2022,Henderson,TreVeyon,Ohio State Buckeyes,Football,2021,Sophomore,Company,FTX,https://247sports.com/college/ohio-state/Article/Ohio-State-Buckeyes-football-TreVeyon-Henderson-on-providing-for-his-mother-who-no-longer-has-to-work-two-jobs-184529603/
03/17/2022,Sueing,Justice,Ohio State Buckeyes,Basketball,2017,RedShirt Sophomore,Company,RITZ Crackers,https://www.instagram.com/p/CbNqDllOYhO/
03/17/2022,Holman,Ziyah,Michigan Wolverines,,2020,Junior,Company,Champion,https://www.instagram.com/p/CbN2dGcDyf2/
03/15/2022,Parrish,Sydney,Indiana Hoosiers,,2020,Junior,Company,Airbnb,https://www.instagram.com/p/CbIvW28vBfd/
03/13/2022,Pehlke,Mitchell,Ohio State Buckeyes,,2020,Junior,Company, JASON,https://www.instagram.com/p/CbEDbAcAuZ_/
03/12/2022,Parrish,Sydney,Indiana Hoosiers,,2020,Junior,Company,Champs Sports Women,https://www.instagram.com/p/CbA8faxuQ1R/
03/11/2022,Sheldon,Jacy,Ohio State Buckeyes,,2019,Senior,Company,Wings Over,https://www.instagram.com/p/Ca-uznor-XG/
03/08/2022,Krause,Lindsay,Nebraska Cornhuskers,,2021,Junior,Company,Nebraska Spring Volleyball Camp,https://twitter.com/lindsaykrause_/status/1501347094203797504
03/07/2022,Miller,Diamond,Maryland Terrapins,,2019,Senior,Company,TIAA,https://www.instagram.com/p/Ca0WUxgu2nK/?hl=en
03/06/2022,Czinano,Monika,Iowa Hawkeyes,,2018,Senior,Company,The Vinyl Studio,https://twitter.com/MCzinano/status/1500668865189228548
03/01/2022,Jackson-Davis,Trayce,Indiana Hoosiers,Basketball,2019,Junior,Company,Pennzoil,https://twitter.com/AthleteNIL/status/1498739711292194820
03/01/2022,Henderson,TreVeyon,Ohio State Buckeyes,Football,2021,Sophomore,Company,Leaf Trading Cards,https://twitter.com/Leaf_Cards
03/01/2022,Clark,Caitlin,Iowa Hawkeyes,,2020,Junior,Company,H&R Block,https://www.instagram.com/p/CakZUSUAvQw/
02/16/2022,Camden,Anna,Penn State Nittany Lions,,2019,Senior,Company,Moolah Kicks,https://www.instagram.com/p/CaDx5qJNhNq/
02/08/2022,Corum,Blake,Michigan Wolverines,Football,2020,Junior,Company,Bon Bon Bon,https://www.mlive.com/wolverines/2022/02/michigan-rb-blake-corum-signs-nil-deal-with-ann-arbor-chocolate-shop-donates-proceeds-to-charity.html
02/04/2022,McCarthy,J.J.,Michigan Wolverines,Football,2021,Sophomore,Company,Randy Wise Automotive Team,https://twitter.com/RandyWiseAT/status/1489672756954337288
02/02/2022,Love,Caleb,Michigan Wolverines,Basketball,2020,Junior,Company,Outback Steakhouse,https://twitter.com/Outback/status/1488897974495236104
02/02/2022,Reese,Julian,Maryland Terrapins,Basketball,2021,Sophomore,Company,Outback Steakhouse,https://twitter.com/Outback/status/1488897974495236104
01/29/2022,Mikesell,Taylor,Ohio State Buckeyes,,2018,Senior,Company,BitMart,https://www.instagram.com/p/CZVdsXLsTrm/
01/20/2022,Parrish,Sydney,Indiana Hoosiers,,2020,Junior,Company,Pape,https://www.instagram.com/p/CY98GI5vC6N/
01/19/2022,Hames,Nicklin,Nebraska Cornhuskers,,2019,Senior,Company,402 Creamery,https://www.instagram.com/p/CY74fmSsKXU/
01/18/2022,Clark,Caitlin,Iowa Hawkeyes,,2020,Junior,Company,Hy-Vee,https://www.instagram.com/p/CaIpBworNHa/
01/17/2022,Pehlke,Mitchell,Ohio State Buckeyes,,2020,Junior,Company,Rowdy Energy,https://www.instagram.com/p/CY2aFwuJQRS/
01/12/2022,Sueing,Justice,Ohio State Buckeyes,Basketball,2017,RedShirt Sophomore,Company,American Dairy Association Mideast,https://www.instagram.com/p/CYovydwlTxu/
01/11/2022,Hames,Nicklin,Nebraska Cornhuskers,,2019,Senior,Company,Allo Communications,https://www.instagram.com/p/CYnAZMpMRt7/
01/10/2022,Hames,Nicklin,Nebraska Cornhuskers,,2019,Senior,Company,Out Of System,https://www.instagram.com/p/CYkyvF4MMIn/
01/07/2022,Hames,Nicklin,Nebraska Cornhuskers,,2019,Senior,Company,First National Bank of Omaha,https://www.instagram.com/p/CYcY-6WIurx/
12/16/2021,Reese,Julian,Maryland Terrapins,Basketball,2021,Freshman,Company,BRADY,
12/16/2021,McNamara,Cade,Iowa Hawkeyes,Football,2019,RedShirt Sophomore,Company,BRADY,
12/15/2021,Fleming,Julian,Ohio State Buckeyes,Football,2020,Sophomore,Company,The Players Trunk,https://twitter.com/julian_040/status/1471213774090743818/photo/1
12/15/2021,Baker,Joey,Michigan Wolverines,Basketball,2018,Senior,Company,Engage,https://www.letsengage.com/talent/joey-baker
12/15/2021,Coby,Andison,Indiana Hoosiers,Football,2020,Sophomore,Company,Engage,https://www.letsengage.com/talent/andison-coby
12/11/2021,Gardner,Jess,Nebraska Cornhuskers,,2019,Freshman,Company,Scooter's Coffee,https://www.instagram.com/p/CXW3DVZJ7wp/?hl=en
12/11/2021,Brooks,Sierra,Michigan Wolverines,,2019,Freshman,Company,Knix,https://www.instagram.com/p/CXWW3x-lCnf/?hl=en
12/10/2021,Holman,Ziyah,Michigan Wolverines,,2020,Sophomore,Company,American Eagle Outfitters,https://www.instagram.com/p/CXT8xzCuGw3/
11/29/2021,Czinano,Monika,Iowa Hawkeyes,,2018,Senior,Company,MidWestOne Bank,https://twitter.com/MCzinano/status/1465388995374899208
11/28/2021,Henderson,TreVeyon,Ohio State Buckeyes,Football,2021,Freshman,Company,HOMAGE,https://abc6onyourside.com/news/local/paying-homage-to-buckeye-players-11-28-2021
11/22/2021,Corum,Blake,Michigan Wolverines,Football,2020,Sophomore,Company,Subway,https://twitter.com/blake_corum/status/1462835181505634307
11/10/2021,Camden,Anna,Penn State Nittany Lions,,2019,Junior,Company,Courtside With Camden ,https://www.instagram.com/p/CWHWHBUJody/
11/05/2021,Tuimoloau,J.T.,Ohio State Buckeyes,Football,2021,Freshman,Company,Infinity Clothing,https://www.instagram.com/p/CV6BiD5vgUT/
10/27/2021,Jackson,Donovan,Ohio State Buckeyes,Football,2021,Freshman,Company,Upside,https://twitter.com/D_jack78/status/1453532688795648001
10/26/2021,Ozment,Tory,Michigan State Spartans,,2018,Senior,Company,Michigan State University FCU,https://www.instagram.com/p/CVgGjK8PWbR/
10/19/2021,Robinson,Devyn,Wisconsin Badgers,,2020,Sophomore,Company,Barilla,https://www.instagram.com/p/CVN74TLAlH7/
10/19/2021,Henning,A.J.,Michigan Wolverines,Football,2020,Sophomore,Company,Outback Steakhouse,https://www.bloominbrands.com/newsroom/news-releases/news-release/outback-steakhouse-launches-teammates-program-with-college-football-athletes
10/19/2021,Corum,Blake,Michigan Wolverines,Football,2020,Sophomore,Company,Outback Steakhouse,https://www.bloominbrands.com/newsroom/news-releases/news-release/outback-steakhouse-launches-teammates-program-with-college-football-athletes
10/09/2021,Holman,Ziyah,Michigan Wolverines,,2020,Sophomore,Company,Snackpass,https://www.instagram.com/p/CU0ZHN8lyNO/
10/07/2021,Brooks,Eli,Michigan Wolverines,Basketball,2017,Senior,Company,The Players Trunk,https://theplayerstrunk.com/collections/eli-brooks-trunk
09/23/2021,Pehlke,Mitchell,Ohio State Buckeyes,,2020,Sophomore,Company,STX Lacrosse,https://www.instagram.com/p/CULXNbfJbV2/
09/23/2021,Henderson,TreVeyon,Ohio State Buckeyes,Football,2021,Freshman,Company,Ricart Automotive,https://www.ricart.com/Ricks-Intern
09/22/2021,Henderson,TreVeyon,Ohio State Buckeyes,Football,2021,Freshman,Company,Arby's,https://twitter.com/TreVeyonH4/status/1440708936882032650
09/15/2021,DeJean,Cooper,Iowa Hawkeyes,Football,2021,Freshman,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1438182069713076228
09/13/2021,Anthrop,Jackson,Purdue Boilermakers,Football,2016,RedShirt Senior,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1437562990627151875
09/12/2021,Selig,Ryan,Minnesota Golden Gophers,Football,2018,RedShirt Sophomore,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1437215702176305153
09/10/2021,Langford,Joshua,Michigan State Spartans,Basketball,2016,Freshman,Company,VIDSIG,https://vidsig.com/joshualangford
09/08/2021,Parrish,Sydney,Indiana Hoosiers,,2020,Sophomore,Company,Lilac Blonde,https://www.instagram.com/p/CTk2yNoBfIh/
09/08/2021,Holman,Ziyah,Michigan Wolverines,,2020,Sophomore,Company,VEII Apparel,https://www.instagram.com/p/CTkltPXHX10/
09/08/2021,McNamara,Cade,Iowa Hawkeyes,Football,2019,RedShirt Sophomore,Company,More Managment,
09/03/2021,Hames,Nicklin,Nebraska Cornhuskers,,2019,Senior,Company,Love Your Melon,https://www.instagram.com/p/CTYnxPsMbhB/
09/02/2021,Hames,Nicklin,Nebraska Cornhuskers,,2019,Senior,Company,Ameritas,https://www.instagram.com/p/CTV5JL-Fi3M/
09/01/2021,Trayanum,DeaMonte,Ohio State Buckeyes,Football,2020,Sophomore,Company,Cameo,https://www.cameo.com/chippertheripper
09/01/2021,Hawkins,Coleman,Illinois Fighting Illini,Basketball,2020,Sophomore,Company,Cameo,https://www.cameo.com/colemanhawkins33
09/01/2021,Thompson,Casey,Nebraska Cornhuskers,Football,2018,RedShirt Sophomore,Company,Cameo,https://www.cameo.com/caseythompson11
09/01/2021,Stover,Cade,Ohio State Buckeyes,Football,2019,RedShirt Sophomore,Company,Rocky Boots,https://www.instagram.com/p/CTShYFzDBu5/?hl=en
09/01/2021,Wade,Brandon,Michigan Wolverines,,2018,Senior,Company,Cameo,https://www.cameo.com/bkwade
09/01/2021,Chenal,John,Wisconsin Badgers,Football,2018,Senior,Company,Cameo,https://www.cameo.com/johnchenal
09/01/2021,Scott,Donta,Maryland Terrapins,Basketball,2019,Freshman,Company,Cameo,https://www.cameo.com/hot_scott4
09/01/2021,Seibert,Jake,Ohio State Buckeyes,Football,2020,Sophomore,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1421972762789351433
09/01/2021,Scott Jr.,Gee,Ohio State Buckeyes,Football,2020,Sophomore,Company,Cameo,https://www.cameo.com/geescottjr13
09/01/2021,Barrett,Dylan,Wisconsin Badgers,Football,2020,RedShirt Freshman,Company,Cameo,https://www.cameo.com/dylanbarrett61
09/01/2021,Hilinski,Ryan,Northwestern Wildcats,Football,2019,Sophomore,Company,Cameo,https://www.cameo.com/ryanhilinski
09/01/2021,Terrell,Preston,Purdue Boilermakers,Football,2021,Freshman,Company,Cameo,https://www.cameo.com/pterrell.84
09/01/2021,Mayer,Matthew,Illinois Fighting Illini,Basketball,2018,Senior,Company,Cameo,https://www.cameo.com/matthewmayer_24
09/01/2021,Hames,Nicklin,Nebraska Cornhuskers,,2019,Senior,Company,Stand-With-Bands,https://www.instagram.com/p/CTTRMTLMQ8y/
09/01/2021,Bingham Jr.,Marcus,Michigan State Spartans,Basketball,2018,Freshman,Company,Cameo,https://www.cameo.com/gbgmarky
09/01/2021,Hall,Malik,Michigan State Spartans,Basketball,2019,Freshman,Company,Cameo,https://www.cameo.com/malikhall
09/01/2021,Frazier,Trent,Illinois Fighting Illini,Basketball,2017,Senior,Company,Cameo,https://www.cameo.com/trentfrazier
09/01/2021,Kithier,Thomas,Michigan State Spartans,Basketball,2018,Freshman,Company,Cameo,https://www.cameo.com/thomaskithier
09/01/2021,Prochazka,Teddy,Nebraska Cornhuskers,Football,2021,Freshman,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1433044470920978440
09/01/2021,Morgan,Tanner,Minnesota Golden Gophers,Football,2017,RedShirt Junior,Company,Cameo,https://www.cameo.com/t_morgan2
09/01/2021,Brown,Spencer,Michigan State Spartans,Football,2019,RedShirt Sophomore,Company,Cameo,https://www.cameo.com/the58show
09/01/2021,Hutcherson,Austin,Illinois Fighting Illini,,2017,RedShirt Senior,Company,Cameo,https://www.cameo.com/ahutch22
08/30/2021,Parrish,Sydney,Indiana Hoosiers,,2020,Sophomore,Company,The Shop Indy,https://www.instagram.com/p/CTNYpSFobCV/
08/29/2021,Foster,Montorie,Michigan State Spartans,Football,2020,Sophomore,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1432183797047447556
08/26/2021,McNamara,Cade,Iowa Hawkeyes,Football,2019,RedShirt Sophomore,Company,The Players Trunk,https://247sports.com/college/michigan/Article/Michigan-footballs-Cade-McNamara-strikes-NIL-deal-with-cryptocurrency-company-169704191/
08/25/2021,Holman,Ziyah,Michigan Wolverines,,2020,Sophomore,Company,Novashine Teeth Whitening,https://www.instagram.com/p/CTA1-_dsBOX/
08/23/2021,Keegan,Trevor,Michigan Wolverines,Football,2019,Junior,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1430020793275093021
08/11/2021,Holman,Ziyah,Michigan Wolverines,,2020,Sophomore,Company,Sportneer,https://www.instagram.com/p/CSci6lmHCmB/
08/10/2021,Jones,Matthew,Ohio State Buckeyes,Football,2018,RedShirt Junior,Company,VIDSIG,https://vidsig.com/matthewjones
08/07/2021,Toutant,Grant,Ohio State Buckeyes,Football,2020,Sophomore,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1412780945401282566
08/06/2021,Barnhart,Karsen,Michigan Wolverines,Football,2019,Junior,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1423852650013937670
08/03/2021,Holman,Ziyah,Michigan Wolverines,,2020,Sophomore,Company,PlayBooked,https://www.instagram.com/p/CSIZT0CN15F/
08/03/2021,Rodriguez,Lexi,Nebraska Cornhuskers,,2021,Freshman,Company,Runza,https://twitter.com/Alexis14Rod/status/1422680266389217282
07/26/2021,Harvey,Noah,Michigan State Spartans,Football,2017,RedShirt Senior,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1419587043022163982
07/23/2021,Krause,Lindsay,Nebraska Cornhuskers,,2021,Sophomore,Company,Gopuff,https://twitter.com/lindsaykrause_/status/1418643466519814144
07/23/2021,Hames,Nicklin,Nebraska Cornhuskers,,2019,Senior,Company,Muchachos,https://www.instagram.com/p/CRsNBEAsqox/
07/17/2021,Arnold,Mason,Michigan State Spartans,,2021,Freshman,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1416552044178124801
07/17/2021,Zinter,Zak,Michigan Wolverines,Football,2020,Sophomore,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1416536944499175427
07/12/2021,Duplain,J.D.,Michigan State Spartans,Football,2019,RedShirt Sophomore,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1414672157003718657
07/09/2021,Burnett,Nimari,Michigan Wolverines,Basketball,2020,Freshman,Company,Degree Deodorant,https://twitter.com/Degree/status/1413592579011186701
07/08/2021,O'Shaughnessy,Michael,Michigan State Spartans,,2019,Junior,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1413184857853726722
07/08/2021,Jenkins,Kris,Michigan Wolverines,Football,2020,Sophomore,Company,Barstool Sports,https://admin.on3.com/wp-admin/edit.php?page=apto_edit-php&list_paged=1
07/05/2021,Hart,Sam,Ohio State Buckeyes,Football,2021,Freshman,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1412154317851676682
07/05/2021,Howard,Jace,Michigan Wolverines,Basketball,2020,Sophomore,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1412130693484892161
07/03/2021,Parrish,Sydney,Indiana Hoosiers,,2020,Sophomore,Company,Barstool Sports,https://www.instagram.com/p/CQ4PWhXh5mn/
07/02/2021,Sawyer,Jack,Ohio State Buckeyes,Football,2021,Freshman,Company,Barstool Sports,https://twitter.com/stoolathletics/status/1411459741075841028
07/01/2021,Sainristil,Mike,Michigan Wolverines,Football,2019,Junior,Company,YOKE,https://www.freep.com/story/sports/college/university-michigan/wolverines/2021/07/01/michigan-football-nil-blake-corum-mike-sainristil/7823958002/
07/01/2021,Corum,Blake,Michigan Wolverines,Football,2020,Sophomore,Company,YOKE,https://www.freep.com/story/sports/college/university-michigan/wolverines/2021/07/01/michigan-football-nil-blake-corum-mike-sainristil/7823958002/
